labels,values,title,value_heading
"['wagon', 'pair', 'desk', 'hurry', 'male', 'art', 'arc', 'team']","[3, 7, 5, 9, 9, 5, 5, 1]",Accuracy of different algorithms,Accuracy
"['favor', 'sin', 'stream', 'tent']","[0, 80, 90, 90]",Accuracy of different algorithms,Accuracy
"['summer', 'title', 'stream', 'flavor', 'weight']","[10, 40, 70, 30, 70]",Title,Values
"['trial', 'corps', 'pass', 'era']","[1, 2, 9, 4]",Sales statistics for different items,Units sold
"['door', 'prize', 'combat', 'spot', 'bundle', 'stone', 'song']","[1, 2, 8, 1, 9, 7, 4]",Accuracy of different algorithms,Accuracy
"['shop', 'ratio', 'cap', 'faith', 'rifle', 'drama', 'worry', 'tire']","[7, 2, 4, 5, 1, 5, 9, 3]",Accuracy of different algorithms,Accuracy
"['sewage', 'board', 'client', 'hen', 'degree', 'data', 'self', 'play', 'column']","[1, 2, 3, 5, 8, 8, 2, 9, 8]",Most preferred objects,Number of People
"['trial', 'sex', 'yield', 'degree']","[20, 30, 70, 80]",Most preferred objects,Percent of People
"['action', 'body', 'aim', 'ground', 'ideal', 'axis', 'editor', 'ladder']","[10000000, 100000, 1000, 10, 100000000, 1000000000, 1000, 100]",Title,Values
"['check', 'fan']","[1, 9]",Sales statistics for different items,Units sold
"['steel', 'strip', 'firm', 'myth', 'pistol']","[6, 6, -7, 5, 7]",Title,Values
"['kid', 'food', 'tale', 'dining', 'type']","[8, 6, 1, 1, 3]",Accuracy of different algorithms,Accuracy
"['maid', 'effort']","[4, 3]",Most preferred objects,Number of People
"['role', 'sum', 'entry', 'coffee', 'age', 'worth', 'foot']","[5, 1, 2, 3, 8, 2, 9]",Accuracy of different algorithms,Accuracy
"['count', 'path']","[4, 1]",Most preferred objects,Number of People
"['panel', 'cure']","[1, 1]",Most preferred objects,Number of People
"['unit', 'past', 'favor', 'ship']","[5, 4, 1, 3]",Most preferred objects,Number of People
"['basket', 'winter', 'food', 'metal', 'living']","[20, 20, 10, 20, 40]",Accuracy of different algorithms,Accuracy
"['mind', 'strike', 'tale', 'food']","[30, 30, 80, 90]",Most preferred objects,Percent of People
"['talent', 'column', 'making']","[30, 90, 60]",Title,Values
"['tube', 'fog', 'event', 'garage', 'story', 'stick', 'bare']","[3, 5, 5, 1, 7, 2, 1]",Title,Values
"['cotton', 'car', 'tube', 'beef', 'threat']","[6, 8, 7, 2, 2]",Sales statistics for different items,Units sold
"['entry', 'savage', 'center', 'staff', 'author', 'thick', 'paper']","[2, 9, 6, 3, 5, 2, 2]",Sales statistics for different items,Units sold
"['snake', 'radio', 'form', 'sky']","[8, 9, 1, 3]",Sales statistics for different items,Units sold
"['cost', 'player']","[80, 60]",Title,Values
"['lack', 'means', 'shadow', 'steel', 'era', 'source']","[30, 40, 70, 60, 80, 10]",Accuracy of different algorithms,Accuracy
"['fence', 'faith', 'growth', 'reach', 'watch', 'site', 'past']","[100000000, 10000, 10, 10000, 100000000, 10000, 10]",Title,Values
"['merger', 'joy', 'effort', 'column', 'blue', 'effect']","[7, 5, 4, 8, 8, 9]",Accuracy of different algorithms,Accuracy
"['editor', 'hen']","[10, 10]",Accuracy of different algorithms,Accuracy
"['rage', 'faint', 'danger']","[5, 8, 4]",Title,Values
"['youth', 'brain']","[80, 10]",Title,Values
"['patrol', 'wire']","[5, 6]",Sales statistics for different items,Units sold
"['heard', 'sense']","[9, 9]",Sales statistics for different items,Units sold
"['bar', 'scale', 'drop', 'door']","[40, 30, 80, 90]",Accuracy of different algorithms,Accuracy
"['wise', 'couple', 'dust', 'truth', 'road', 'skin', 'risk']","[5, 1, 3, 2, 7, 7, 9]",Title,Values
"['injury', 'circle', 'round', 'train']","[4, 6, 2, 2]",Most preferred objects,Number of People
"['dining', 'edge', 'drift', 'end']","[8, 3, 7, 7]",Sales statistics for different items,Units sold
"['guy', 'hat', 'result']","[30, 50, 10]",Most preferred objects,Percent of People
"['cold', 'pot', 'record', 'score']","[8, 7, 3, 1]",Most preferred objects,Number of People
"['sound', 'iodine', 'region']","[9, 2, 1]",Sales statistics for different items,Units sold
"['goal', 'access', 'opera', 'slave', 'fluid', 'seed', 'bond', 'chest']","[9, 9, 7, 3, 4, 9, 1, 9]",Accuracy of different algorithms,Accuracy
"['farm', 'idea']","[1, 6]",Title,Values
"['loss', 'mouth', 'law', 'ball', 'square']","[6, 1, 9, 7, 3]",Accuracy of different algorithms,Accuracy
"['breath', 'making', 'sir', 'flash', 'pause', 'survey', 'powder', 'review', 'artery']","[9, 8, 3, 1, 8, 4, 7, 4, 8]",Sales statistics for different items,Units sold
"['body', 'camera']","[9, 2]",Title,Values
"['union', 'disk']","[2, 4]",Most preferred objects,Number of People
"['task', 'bar']","[50, 40]",Most preferred objects,Percent of People
"['carbon', 'term', 'ride', 'bundle', 'stand', 'piece']","[1, 1, 3, 4, 9, 1]",Accuracy of different algorithms,Accuracy
"['cheek', 'left', 'water', 'fly', 'female', 'twelve', 'barn']","[8, 9, 8, 9, 7, 9, 1]",Most preferred objects,Number of People
"['garden', 'rear', 'dollar', 'money', 'string']","[1, 3, 9, 5, 8]",Sales statistics for different items,Units sold
"['seat', 'source', 'novel', 'score']","[9, 2, 6, 4]",Accuracy of different algorithms,Accuracy
"['city', 'pocket', 'guard', 'gown', 'secret', 'sound']","[7, 4, 9, 6, 8, 1]",Sales statistics for different items,Units sold
"['lead', 'growth', 'mud']","[5, 6, 6]",Title,Values
"['tongue', 'cover', 'horse', 'charm', 'church']","[70, 40, 70, 20, 80]",Title,Values
"['chip', 'killer']","[50, 60]",Title,Values
"['bus', 'aspect', 'vein', 'guy', 'point', 'nation', 'speech', 'sand']","[50, 70, 60, 10, 10, 90, 30, 90]",Accuracy of different algorithms,Accuracy
"['bowl', 'leg', 'sweat', 'energy', 'date']","[1, 1, 2, 2, 3]",Accuracy of different algorithms,Accuracy
"['cover', 'shape', 'friend', 'stuff', 'threat', 'danger', 'rice', 'risk']","[2, 1, 5, 6, 9, 4, 5, 7]",Accuracy of different algorithms,Accuracy
"['corps', 'cent', 'cat', 'half']","[20, 80, 40, 80]",Title,Values
"['cash', 'ticket', 'maid', 'lack', 'dealer', 'side', 'crop']","[2, 5, 9, 3, 8, 1, 3]",Title,Values
"['evil', 'coal']","[20, 30]",Accuracy of different algorithms,Accuracy
"['county', 'hay', 'tube']","[1, 3, 7]",Sales statistics for different items,Units sold
"['parade', 'run', 'basket', 'studio', 'effect']","[-3, 8, 9, 8, 9]",Title,Values
"['garage', 'radio', 'buffer', 'side', 'plane', 'news']","[1000, 1000000, 10000, 1000, 10000000, 1000000]",Title,Values
"['chance', 'cap', 'victim', 'blind']","[2, 9, 6, 7]",Most preferred objects,Number of People
"['fellow', 'lamp', 'thing', 'volume', 'study']","[50, 90, 70, 30, 10]",Most preferred objects,Percent of People
"['mold', 'gun', 'coach', 'verse', 'policy', 'guitar', 'dollar']","[7, 1, 5, 3, 2, 4, 9]",Most preferred objects,Number of People
"['evil', 'noon', 'cure', 'demand', 'cereal', 'vice']","[90, 60, 60, 40, 50, 50]",Title,Values
"['reach', 'wind', 'wait', 'stress', 'inside']","[1000000, 100, 100000000, 100000, 100000]",Title,Values
"['fun', 'closet', 'tissue', 'shift', 'dark']","[8, 6, 7, 4, 3]",Most preferred objects,Number of People
"['coal', 'plant', 'genius', 'square', 'loss']","[2, 9, 1, 9, 8]",Accuracy of different algorithms,Accuracy
"['focus', 'drama', 'remark', 'night', 'pair', 'fluid']","[7, 5, 1, 6, 7, 8]",Accuracy of different algorithms,Accuracy
"['pencil', 'tie', 'answer', 'break', 'bullet', 'reach', 'charm', 'check']","[1000000000, 100000000, 10000, 1000, 10000, 10000000, 10000000, 10]",Title,Values
"['melody', 'route', 'closet', 'text', 'mine', 'couple']","[1000000000, 10, 1000000, 100000000, 100, 1000000]",Title,Values
"['liquid', 'gown', 'sum', 'string']","[6, 8, 4, 9]",Accuracy of different algorithms,Accuracy
"['blue', 'escape', 'coast', 'strain', 'sort', 'plain']","[3, 6, 6, 2, 2, 9]",Most preferred objects,Number of People
"['tent', 'anger', 'cycle', 'hay', 'ring', 'film']","[9, 9, 9, 2, 6, 1]",Title,Values
"['period', 'plate', 'saline', 'injury', 'house']","[50, 70, 70, 10, 10]",Title,Values
"['gold', 'favor', 'plug', 'rock', 'status', 'one', 'tube', 'year', 'hero']","[9, 3, 4, 2, 2, 1, 3, 5, 9]",Sales statistics for different items,Units sold
"['motor', 'decade']","[50, 70]",Title,Values
"['essay', 'root', 'mind']","[5, 5, 1]",Title,Values
"['choice', 'press', 'score', 'guest', 'event', 'entry', 'sister']","[6, 5, 7, 4, 1, 6, 1]",Accuracy of different algorithms,Accuracy
"['mess', 'visit', 'river', 'rear', 'comedy', 'cheek', 'tree', 'phrase', 'index']","[2, 4, 1, 4, 8, 4, 5, 9, 6]",Sales statistics for different items,Units sold
"['youth', 'iodine', 'tape', 'anyone', 'rice', 'lie']","[5, 3, 6, 6, 3, 3]",Title,Values
"['ranch', 'victim', 'bottom']","[4, 1, 1]",Most preferred objects,Number of People
"['story', 'taste', 'growth', 'type', 'flesh', 'master']","[1, 4, 9, 1, 9, 2]",Sales statistics for different items,Units sold
"['murder', 'month']","[10, 60]",Accuracy of different algorithms,Accuracy
"['rush', 'arm', 'paint']","[80, 80, 20]",Accuracy of different algorithms,Accuracy
"['horse', 'stuff', 'hill', 'root', 'get']","[6, 5, 5, 5, 8]",Sales statistics for different items,Units sold
"['cream', 'tissue']","[6, 1]",Title,Values
"['game', 'aim']","[60, 50]",Title,Values
"['tape', 'foam', 'driver', 'wind', 'sheet', 'farm', 'smell', 'night']","[7, 2, 1, 7, 7, 1, 2, 9]",Accuracy of different algorithms,Accuracy
"['front', 'habit']","[2, 9]",Title,Values
"['season', 'cellar', 'drunk', 'floor', 'plain', 'self']","[5, 6, 9, 8, 6, 4]",Accuracy of different algorithms,Accuracy
"['lunch', 'close']","[6, 1]",Sales statistics for different items,Units sold
"['ladder', 'secret', 'box', 'power', 'gay']","[9, 9, 4, 9, 9]",Title,Values
"['voyage', 'bath', 'fly', 'ball', 'smoke', 'sex', 'cotton', 'estate']","[20, 80, 10, 10, 30, 40, 40, 50]",Accuracy of different algorithms,Accuracy
"['clerk', 'excess', 'sand', 'mad', 'body', 'bond']","[100, 1000, 10000, 1000000000, 1000000000, 1000000000]",Title,Values
"['mature', 'parade', 'bunk']","[7, 9, 5]",Sales statistics for different items,Units sold
"['value', 'blind', 'author', 'scope', 'bridge']","[6, 8, 5, 3, 6]",Title,Values
"['opera', 'gyro', 'advice', 'nose', 'tool']","[1000000000, 100000000, 1000000, 100000000, 100000000]",Title,Values
"['hill', 'spring', 'flux', 'part', 'power']","[6, 8, 4, 2, 8]",Title,Values
"['closet', 'boss', 'leg', 'road']","[20, 90, 40, 80]",Accuracy of different algorithms,Accuracy
"['future', 'hole']","[3, 2]",Sales statistics for different items,Units sold
"['defeat', 'store', 'behalf', 'guest', 'actor', 'denial', 'expert', 'need']","[9, 4, 5, 8, 3, 1, 3, 8]",Title,Values
"['gay', 'murder']","[9, 1]",Most preferred objects,Number of People
"['feed', 'scope', 'risk', 'file', 'behalf']","[100000, 100000000, 10000000, 100, 100000]",Title,Values
"['trap', 'road', 'chain', 'stay', 'effort']","[3, 8, -2, 1, 3]",Title,Values
"['card', 'leg', 'ship', 'guy', 'mass', 'jaw']","[1, 2, 2, 1, 4, 5]",Most preferred objects,Number of People
"['fire', 'night', 'wit', 'case', 'good', 'mess', 'pitch', 'smoke', 'plain']","[8, 4, 5, 7, 4, 8, 6, 5, 1]",Most preferred objects,Number of People
"['reason', 'gold']","[1, 4]",Most preferred objects,Number of People
"['fellow', 'one', 'belief', 'hell', 'refund']","[1000000000, 10000, 1000000, 1000, 10000000]",Title,Values
"['joke', 'bridge', 'wheel', 'plain', 'income', 'closet', 'class']","[40, 80, 90, 30, 40, 50, 60]",Most preferred objects,Percent of People
"['code', 'wind', 'record']","[70, 30, 80]",Most preferred objects,Percent of People
"['room', 'shape', 'blue', 'help']","[10, 10, 10000000, 100]",Title,Values
"['boat', 'heard']","[60, 40]",Most preferred objects,Percent of People
"['tax', 'north', 'joke', 'poem', 'tail']","[8, -1, 7, 5, 1]",Title,Values
"['inside', 'wire', 'bullet', 'focus', 'today']","[6, 1, 6, 2, 2]",Most preferred objects,Number of People
"['cellar', 'page', 'amount', 'beauty', 'dozen']","[80, 40, 40, 40, 40]",Accuracy of different algorithms,Accuracy
"['tray', 'school', 'jar']","[20, 90, 70]",Title,Values
"['skill', 'office', 'guy', 'stroke', 'pack']","[2, 7, 2, 7, 7]",Most preferred objects,Number of People
"['canvas', 'ice', 'crop', 'cry']","[3, 4, 7, 2]",Accuracy of different algorithms,Accuracy
"['fish', 'breath', 'shore', 'skin']","[60, 10, 10, 60]",Accuracy of different algorithms,Accuracy
"['change', 'jury', 'good']","[2, 5, 2]",Most preferred objects,Number of People
"['demand', 'meal', 'row', 'firm', 'love']","[8, 1, 6, 6, 5]",Sales statistics for different items,Units sold
"['moment', 'terror', 'home', 'cause', 'length']","[6, 6, 1, 2, 8]",Sales statistics for different items,Units sold
"['corps', 'axis', 'string', 'film']","[1, 6, 4, 8]",Most preferred objects,Number of People
"['skin', 'star', 'phase', 'hotel']","[100000000, 100000000, 100, 1000]",Title,Values
"['blue', 'box', 'bomb', 'match', 'baby', 'honor', 'glory']","[70, 50, 40, 90, 60, 10, 50]",Accuracy of different algorithms,Accuracy
"['tire', 'mile', 'bone']","[5, 9, 5]",Accuracy of different algorithms,Accuracy
"['glory', 'mold', 'mud']","[40, 70, 60]",Title,Values
"['core', 'artist', 'step']","[2, 5, 3]",Accuracy of different algorithms,Accuracy
"['graph', 'study', 'stroke', 'bent', 'radio', 'slope', 'savage', 'barn']","[9, 1, 6, 4, 2, 8, 3, 8]",Accuracy of different algorithms,Accuracy
"['pilot', 'load']","[2, -9]",Title,Values
"['truth', 'taste', 'rain', 'site', 'crisis']","[90, 20, 40, 10, 40]",Accuracy of different algorithms,Accuracy
"['beat', 'sample', 'self', 'tissue']","[2, 4, 4, 9]",Title,Values
"['sight', 'maid', 'ladder', 'chair', 'left']","[2, 3, 5, 4, -5]",Title,Values
"['touch', 'speech', 'county']","[5, 7, 5]",Most preferred objects,Number of People
"['forest', 'pipe', 'cat']","[10, 90, 50]",Accuracy of different algorithms,Accuracy
"['look', 'ratio', 'second']","[5, 5, 2]",Title,Values
"['master', 'stress', 'jacket', 'combat', 'break']","[4, 5, 9, 6, 8]",Sales statistics for different items,Units sold
"['noon', 'war', 'watch', 'scheme', 'iron', 'ballet', 'profit', 'color']","[100000, 100000, 1000000000, 10, 1000000, 100000, 1000, 10]",Title,Values
"['fluid', 'worry', 'youth', 'career', 'guy', 'truck']","[6, 5, 9, 5, 9, 7]",Most preferred objects,Number of People
"['cancer', 'coffee', 'glance', 'foil', 'melody']","[70, 30, 80, 40, 50]",Most preferred objects,Percent of People
"['mud', 'wonder', 'powder']","[40, 40, 90]",Most preferred objects,Percent of People
"['heard', 'wheel']","[1, 6]",Accuracy of different algorithms,Accuracy
"['loan', 'health']","[7, 2]",Accuracy of different algorithms,Accuracy
"['ten', 'pride', 'period', 'grave', 'injury']","[2, 7, 8, 2, 3]",Title,Values
"['wage', 'father', 'hat', 'pipe', 'fear']","[7, 6, 6, 6, 4]",Accuracy of different algorithms,Accuracy
"['deck', 'sauce']","[7, 6]",Sales statistics for different items,Units sold
"['tent', 'child', 'talent']","[0, 0, 0]",Title,Values
"['refund', 'cheek', 'brain', 'fate', 'tree']","[30, 50, 80, 40, 20]",Accuracy of different algorithms,Accuracy
"['god', 'pace', 'switch', 'tale', 'murder']","[40, 40, 10, 50, 80]",Most preferred objects,Percent of People
"['board', 'entry', 'comedy']","[100000000, 10, 1000000]",Title,Values
"['step', 'stop', 'image', 'fish', 'look', 'affair']","[8, 1, 5, 7, 6, 7]",Most preferred objects,Number of People
"['labor', 'iron', 'glass']","[30, 40, 40]",Most preferred objects,Percent of People
"['crop', 'office', 'energy', 'poetry', 'film', 'sense']","[2, 6, 3, 8, 5, 6]",Most preferred objects,Number of People
"['year', 'saline', 'crisis', 'chain']","[1, 2, 0, 4]",Title,Values
"['injury', 'scale', 'mad']","[9, 1, 3]",Sales statistics for different items,Units sold
"['ranch', 'pure', 'weapon', 'hair', 'pot']","[90, 30, 30, 40, 10]",Accuracy of different algorithms,Accuracy
"['charm', 'cost']","[60, 40]",Accuracy of different algorithms,Accuracy
"['debate', 'start', 'denial', 'jury']","[6, 9, 1, 3]",Accuracy of different algorithms,Accuracy
"['tent', 'court', 'scheme']","[1000, 1000, 1000]",Title,Values
"['cash', 'stay', 'left']","[5, 4, 4]",Accuracy of different algorithms,Accuracy
"['share', 'flow', 'guy', 'widow']","[3, 4, 5, 3]",Title,Values
"['diet', 'bridge', 'fellow', 'sense', 'use', 'atom']","[60, 90, 20, 70, 80, 10]",Accuracy of different algorithms,Accuracy
"['farm', 'drug', 'peace', 'owner']","[40, 10, 10, 30]",Most preferred objects,Percent of People
"['foam', 'stroke', 'weight']","[40, 70, 60]",Most preferred objects,Percent of People
"['autumn', 'bread', 'coast']","[1, 1, 7]",Most preferred objects,Number of People
"['marine', 'memory', 'nature', 'clock', 'duty']","[4, 4, 2, -4, 9]",Title,Values
"['cast', 'future', 'bare', 'artery', 'self']","[40, 90, 80, 90, 50]",Most preferred objects,Percent of People
"['shirt', 'beat', 'league', 'lock', 'level', 'till']","[5, 6, 6, 6, 3, 1]",Most preferred objects,Number of People
"['winter', 'worry', 'sound', 'family', 'plant', 'crime']","[0, -6, 5, 5, 0, 8]",Title,Values
"['number', 'roof', 'state', 'artery', 'talk', 'row']","[6, 9, 5, 9, 6, 6]",Most preferred objects,Number of People
"['level', 'cast', 'jacket', 'fire', 'fund', 'band']","[2, 3, 9, 3, 6, 3]",Title,Values
"['ship', 'aid', 'bank', 'remark', 'grip', 'fact']","[3, 6, 8, 0, 6, 8]",Title,Values
"['title', 'deal', 'slave']","[0, 9, 5]",Title,Values
"['genius', 'beam', 'list', 'bare', 'safety', 'future']","[7, 2, 4, 6, 9, 5]",Sales statistics for different items,Units sold
"['type', 'copy', 'wealth', 'load', 'hero']","[1, 5, 7, 7, 6]",Title,Values
"['steel', 'feed', 'detail', 'coast']","[2, 8, 3, 8]",Accuracy of different algorithms,Accuracy
"['end', 'foot', 'key']","[30, 60, 60]",Title,Values
"['joke', 'scope', 'inch', 'cry', 'hill']","[2, 4, 2, 5, 2]",Sales statistics for different items,Units sold
"['artist', 'extent', 'order', 'milk', 'crash', 'beer']","[60, 20, 0, 20, 60, 70]",Accuracy of different algorithms,Accuracy
"['wind', 'bond', 'tool', 'goal', 'foam', 'cut']","[6, 5, 2, 8, 2, 4]",Title,Values
"['sleep', 'brass', 'hour', 'jail']","[4, 2, 7, 3]",Accuracy of different algorithms,Accuracy
"['evil', 'fellow', 'phase', 'sample', 'matter', 'stock']","[7, 9, 6, 4, 5, 8]",Title,Values
"['role', 'paint']","[0, 0]",Most preferred objects,Percent of People
"['set', 'ladder', 'sister', 'trend', 'rhythm', 'wood']","[10, 50, 10, 20, 20, 70]",Accuracy of different algorithms,Accuracy
"['sale', 'ball', 'tie', 'jet', 'bag']","[3, 1, 5, 1, 2]",Most preferred objects,Number of People
"['reply', 'dust', 'cream', 'pace', 'bridge', 'voice']","[4, 6, 4, 7, 2, 3]",Accuracy of different algorithms,Accuracy
"['blue', 'loan', 'stuff', 'shirt', 'bureau', 'cannot', 'hay', 'jet', 'bank']","[2, 3, 7, 5, 9, 3, 5, 7, -8]",Title,Values
"['drug', 'skin', 'step', 'realm', 'well', 'desk']","[2, 9, 7, 6, 7, 5]",Sales statistics for different items,Units sold
"['brief', 'air', 'adult']","[8, 4, 9]",Title,Values
"['cat', 'change', 'fire', 'sea']","[4, 9, 1, 9]",Accuracy of different algorithms,Accuracy
"['attack', 'fruit', 'load']","[80, 10, 20]",Accuracy of different algorithms,Accuracy
"['origin', 'iodine']","[4, 8]",Accuracy of different algorithms,Accuracy
"['name', 'spite', 'fruit', 'motor', 'ocean', 'spot', 'handle', 'driver']","[2, 1, 9, 8, 4, 2, 2, 7]",Title,Values
"['widow', 'kid', 'liquor', 'feed', 'comedy']","[-2, 5, 9, 4, 8]",Title,Values
"['bay', 'clay', 'weapon', 'word', 'man', 'animal', 'year', 'number']","[-2, -4, -4, 1, 2, 3, 8, 1]",Title,Values
"['golf', 'bed', 'bank', 'bench', 'stake', 'serum', 'start', 'center', 'time']","[8, 8, 2, 8, 4, 6, 5, 2, 8]",Sales statistics for different items,Units sold
